# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	243358	244122	+					madM		MPAO1_01150	765		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	244207	245136	-							MPAO1_01155	930		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	245465	246385	-							MPAO1_01160	921		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	246406	246591	-							MPAO1_01165	186		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	246736	248226	+							MPAO1_01170	1491		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	248284	249717	+							MPAO1_01175	1434		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	249748	251130	+							MPAO1_01180	1383		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	251294	252352	+							MPAO1_01185	1059		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	252430	253311	-							MPAO1_01190	882		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	253371	254153	-							MPAO1_01195	783		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	254308	254847	+							MPAO1_01200	540		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	254998	255849	+							MPAO1_01205	852		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	255846	256628	+							MPAO1_01210	783		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	256625	257830	+							MPAO1_01215	1206		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	257980	259278	+							MPAO1_01220	1299		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	259301	260680	+							MPAO1_01225	1380		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	260696	261487	+					pcaD		MPAO1_01230	792		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	261498	261899	+					pcaC		MPAO1_01235	402		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	262074	263015	+							MPAO1_01240	942		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	263206	264039	+							MPAO1_01245	834		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	264481	265827	-							MPAO1_01250	1347		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	266133	266912	+							MPAO1_01255	780		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	267155	268198	+							MPAO1_01260	1044		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	268221	269036	+							MPAO1_01265	816		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	269186	270064	+							MPAO1_01270	879		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	270090	271355	-							MPAO1_01275	1266		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	271421	272746	-							MPAO1_01280	1326		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	273292	275196	+							MPAO1_01285	1905		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	275289	275957	+							MPAO1_01290	669		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	275997	276851	-							MPAO1_01295	855		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	276848	277294	-							MPAO1_01300	447		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	277411	278916	-							MPAO1_01305	1506		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	279091	280275	-					pobA		MPAO1_01310	1185		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	280453	281319	+							MPAO1_01315	867		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	281316	281762	-							MPAO1_01320	447		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	281840	282274	-							MPAO1_01325	435		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	282429	283070	-							MPAO1_01330	642		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	283335	283622	-							MPAO1_01335	288		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	283714	284190	-							MPAO1_01340	477		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	284231	285721	-							MPAO1_01345	1491		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	285855	286541	-							MPAO1_01350	687		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	286705	287637	-							MPAO1_01355	933		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	287901	289037	-							MPAO1_01360	1137		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	289079	290521	-							MPAO1_01365	1443		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	290671	292821	-							MPAO1_01370	2151		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	292818	293315	-							MPAO1_01375	498		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	293319	296378	-					tssI		MPAO1_01380	3060		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	296560	297078	-					hcp		MPAO1_01385	519		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	298333	298409	-							MPAO1_01390	77		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	298598	299014	-							MPAO1_01395	417		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	299039	300490	+							MPAO1_01400	1452		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	300462	300692	-							MPAO1_01405	231		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	300735	302015	+							MPAO1_01410	1281		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	302251	302415	-							MPAO1_01415	165		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	302341	303540	+							MPAO1_01420	1200		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	303694	305115	-							MPAO1_01425	1422		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	305242	305679	+							MPAO1_01430	438		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	305691	306098	+							MPAO1_01435	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	306132	306416	+							MPAO1_01440	285		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	306413	307345	-							MPAO1_01445	933		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	307395	308609	-							MPAO1_01450	1215		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	308772	309542	-							MPAO1_01455	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	309651	310337	-							MPAO1_01460	687		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	310413	310928	+							MPAO1_01465	516		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	310968	311726	-							MPAO1_01470	759		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	311898	312650	-							MPAO1_01475	753		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	312744	313442	+							MPAO1_01480	699		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	313455	314444	-							MPAO1_01485	990		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	314448	315317	-					cysW		MPAO1_01490	870		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	315328	316146	-					cysT		MPAO1_01495	819		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	316308	317306	-							MPAO1_01500	999		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	317483	317665	-							MPAO1_01505	183		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	317829	320111	-							MPAO1_01510	2283		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	320283	321461	+							MPAO1_01515	1179		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	321692	323077	+							MPAO1_01520	1386		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	323133	324089	+					speB		MPAO1_01525	957		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	324142	325104	+							MPAO1_01530	963		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	325217	326188	+							MPAO1_01535	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	326801	328183	+							MPAO1_01540	1383		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	328318	329424	-					aguA		MPAO1_01545	1107		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	329510	330388	-					aguB		MPAO1_01550	879		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	330551	331216	-							MPAO1_01555	666		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	331279	332340	-							MPAO1_01560	1062		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	332596	333972	-							MPAO1_01565	1377		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	334251	335003	+							MPAO1_01570	753		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	335044	336402	+							MPAO1_01575	1359		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	336468	337838	+							MPAO1_01580	1371		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	337954	339057	+							MPAO1_01585	1104		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	339476	340573	+							MPAO1_01590	1098		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	340628	341782	+					potA		MPAO1_01595	1155		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	341809	342690	+							MPAO1_01600	882		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	342773	343642	+							MPAO1_01605	870		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	343820	346207	-							MPAO1_01610	2388		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	346204	346353	-							MPAO1_01615	150		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	346318	347370	+							MPAO1_01620	1053		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	347349	347852	-							MPAO1_01625	504		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	347957	348568	-							MPAO1_01630	612		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	348567	349586	+							MPAO1_01635	1020		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	349606	350358	-							MPAO1_01640	753		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	350407	351105	+							MPAO1_01645	699		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	351127	351681	-							MPAO1_01650	555		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	351947	352441	+							MPAO1_01655	495		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	352444	353136	-							MPAO1_01660	693		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	353208	353978	-							MPAO1_01665	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	354271	354708	+							MPAO1_01670	438		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	354765	355994	-							MPAO1_01675	1230		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	356198	357592	+							MPAO1_01680	1395		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	357684	358349	+							MPAO1_01685	666		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	358448	359437	+							MPAO1_01690	990		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	359499	359849	+							MPAO1_01695	351		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	359930	360964	-							MPAO1_01700	1035		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	360980	362374	-							MPAO1_01705	1395		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	362795	363838	-							MPAO1_01710	1044		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	363886	364674	-							MPAO1_01715	789		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	364671	365600	-							MPAO1_01720	930		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	365597	366646	-							MPAO1_01725	1050		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	366674	366985	-							MPAO1_01730	312		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	366974	367939	+							MPAO1_01735	966		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	367979	369922	-							MPAO1_01740	1944		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	370223	370555	-							MPAO1_01745	333		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	370679	371350	-							MPAO1_01750	672		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	371584	373122	+					ilvA		MPAO1_01755	1539		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	373242	373709	+							MPAO1_01760	468		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	373760	375031	+							MPAO1_01765	1272		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	375028	375495	+							MPAO1_01770	468		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	375468	376706	-							MPAO1_01775	1239		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	376756	377409	-							MPAO1_01780	654		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	377613	378092	+							MPAO1_01785	480		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	378115	380394	+					ptsP		MPAO1_01790	2280		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	380420	381550	+							MPAO1_01795	1131		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	381554	382309	-							MPAO1_01800	756		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	382431	383234	+							MPAO1_01805	804		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	383244	384044	+							MPAO1_01810	801		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	384250	385044	+							MPAO1_01815	795		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	385071	385868	-							MPAO1_01820	798		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	385903	387282	-							MPAO1_01825	1380		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	387275	388660	-							MPAO1_01830	1386		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	388851	389213	+							MPAO1_01835	363		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	389250	390401	-							MPAO1_01840	1152		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	390611	391705	+							MPAO1_01845	1095		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	391702	392742	+							MPAO1_01850	1041		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	392825	393331	+							MPAO1_01855	507		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	393347	393820	-							MPAO1_01860	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	393959	395344	-							MPAO1_01865	1386		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	395574	397412	-							MPAO1_01870	1839		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	397741	398937	-							MPAO1_01875	1197		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	399010	399549	-							MPAO1_01880	540		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	399765	400589	+							MPAO1_01885	825		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	400648	401460	+							MPAO1_01890	813		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	401537	402115	+							MPAO1_01895	579		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	402198	402542	+							MPAO1_01900	345		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	402812	403798	+							MPAO1_01905	987		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	403903	405636	-					ggt		MPAO1_01910	1734		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	405764	406015	-							MPAO1_01915	252		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	406136	406615	-							MPAO1_01920	480		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	406767	408362	-							MPAO1_01925	1596		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	408418	408966	-							MPAO1_01930	549		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	409021	410451	-							MPAO1_01935	1431		
